"Item Group Code","Item Group","Item Code","Item","Factor","HS Code","HS07 Code","HS12 Code","CPC Code"
"1882","Agricult.Products, Total","702","Nutmeg, mace and cardamoms","1","","090810, 090820, 090830","090811, 090812, 090821, 090822, 090831, 090832","01653"
"1882","Agricult.Products, Total","234","Nuts nes","1","","080260, 080290","080261, 080262, 080290","01379.90"
"1882","Agricult.Products, Total","235","Nuts, prepared (exc. groundnuts)","1","","081190, 081290, 200190, 200799, 200819","081190, 081290, 200190, 200799, 200819","F0235"
"1882","Agricult.Products, Total","75","Oats","1","","100400","100410, 100490","0117"
"1882","Agricult.Products, Total","76","Oats rolled","1","","110412, 110422","110412, 110422","23140.07"
"1882","Agricult.Products, Total","1167","Offals nes","1","","020680, 020690, 020810, 020830, 020840, 020850, 020890","020680, 020690, 020810, 020830, 020840, 020850, 020890","21170.93"
"1882","Agricult.Products, Total","868","Offals, edible, cattle","1","","020610, 020621, 020622, 020629, 050400","020610, 020621, 020622, 020629, 050400","21151"
"1882","Agricult.Products, Total","1018","Offals, edible, goats","1","","020680, 020690, 050400","020680, 020690, 050400","21156"
"1882","Agricult.Products, Total","1098","Offals, horses","1","","020680, 020690","020680, 020690","21159.01"
"1882","Agricult.Products, Total","1059","Offals, liver chicken","1","","020713, 020714, 020732, 020733, 020735, 020736","020713, 020714, 020760","21160.01"
"1882","Agricult.Products, Total","1075","Offals, liver duck","1","","020734, 020735, 020736","020743, 020744, 020745","21160.03"
"1882","Agricult.Products, Total","1074","Offals, liver geese","1","","020734, 020735, 020736","020753, 020754, 020755","21160.02"
"1882","Agricult.Products, Total","1159","Offals, other camelids","1","","","",""
"1882","Agricult.Products, Total","1036","Offals, pigs, edible","1","","020630, 020641, 020649, 050400","020630, 020641, 020649, 050400","21153"
"1882","Agricult.Products, Total","978","Offals, sheep,edible","1","","020680, 020690, 050400","020680, 020690, 050400","21155"
"1882","Agricult.Products, Total","1274","Oil, boiled etc","1","","151800","151800","34550"
"1882","Agricult.Products, Total","266","Oil, castor beans","1","","151530","151530","21691.04"
"1882","Agricult.Products, Total","252","Oil, coconut (copra)","1","","151311, 151319","151311, 151319","2166"
"1882","Agricult.Products, Total","331","Oil, cottonseed","1","","151221, 151229","151221, 151229","2168"
"1882","Agricult.Products, Total","244","Oil, groundnut","1","","150810, 150890","150810, 150890","2162"
"1882","Agricult.Products, Total","1275","Oil, hydrogenated","1","","151610, 151620","151610, 151620","F1275"
"1882","Agricult.Products, Total","278","Oil, jojoba","1","","151590","151590","21691.06"
"1882","Agricult.Products, Total","313","Oil, kapok","1","","151590","151590","21691.11"
"1882","Agricult.Products, Total","334","Oil, linseed","1","","151511, 151519","151511, 151519","21691.12"
"1882","Agricult.Products, Total","60","Oil, maize","1","","151521, 151529","151521, 151529","21691.02"
"1882","Agricult.Products, Total","293","Oil, mustard","1","","151491, 151499","151491, 151499","21641.02"
"1882","Agricult.Products, Total","274","Oil, olive residues","1","","151000","151000","21673"
"1882","Agricult.Products, Total","261","Oil, olive, virgin","1","","150910","150910","2167"
"1882","Agricult.Products, Total","257","Oil, palm","1","","151110, 151190","151110, 151190","2165"
"1882","Agricult.Products, Total","258","Oil, palm kernel","1","","151321, 151329","151321, 151329","21691.14"
"1882","Agricult.Products, Total","297","Oil, poppy","1","","151590","151590","21691.08"
"1882","Agricult.Products, Total","271","Oil, rapeseed","1","","151411, 151419, 151491, 151499","151411, 151419, 151491, 151499","21641.01"
"1882","Agricult.Products, Total","36","Oil, rice bran","1","","151590","151590","21691.01"
"1882","Agricult.Products, Total","281","Oil, safflower","1","","151211, 151219","151211, 151219","21631.02"
"1882","Agricult.Products, Total","290","Oil, sesame","1","","151550","151550","21691.07"
"1882","Agricult.Products, Total","237","Oil, soybean","1","","150710, 150790","150710, 150790","2161"
"1882","Agricult.Products, Total","268","Oil, sunflower","1","","151211, 151219","151211, 151219","21631.01"
"1882","Agricult.Products, Total","276","Oil, tung nuts","1","","151590","151590","21691.05"
"1882","Agricult.Products, Total","340","Oil, vegetable origin nes","1","","150990, 151590","150990, 151590","21691.90"
"1882","Agricult.Products, Total","1168","Oils, fats of animal nes","1","","150600","150600","21529.03"
"1882","Agricult.Products, Total","339","Oilseeds nes","1","","120799","120799","01449.90"
"1882","Agricult.Products, Total","430","Okra","1","","070990","070999","01239.01"
"1882","Agricult.Products, Total","273","Olive residues","1","","230690","230690","21910.09"
"1882","Agricult.Products, Total","260","Olives","1","","070990","070992","01450"
"1882","Agricult.Products, Total","262","Olives preserved","1","","071120, 200190, 200490, 200570","071120, 200190, 200490, 200570","F0262"
"1882","Agricult.Products, Total","403","Onions, dry","1","","070310","070310","01253.02"
"1882","Agricult.Products, Total","402","Onions, shallots, green","1","","070310","070310","01253.01"
"1882","Agricult.Products, Total","490","Oranges","1","","080510","080510","01323"
"1882","Agricult.Products, Total","256","Palm kernels","1","","120999","120999","01491.02"
"1882","Agricult.Products, Total","600","Papayas","1","","080720","080720","01317"
"1882","Agricult.Products, Total","22","Pastry","1","","190520, 190531, 190532, 190540, 190590","190520, 190531, 190532, 190540, 190590","F0022"
"1882","Agricult.Products, Total","534","Peaches and nectarines","1","","080930","080930","01345"
"1882","Agricult.Products, Total","247","Peanut butter","1","","200811","200811","21495.02"
"1882","Agricult.Products, Total","521","Pears","1","","080820","080830","01342.01"
"1882","Agricult.Products, Total","187","Peas, dry","1","","071310","071310","01705"
"1882","Agricult.Products, Total","417","Peas, green","1","","070810","070810","01242"
"1882","Agricult.Products, Total","687","Pepper (piper spp.)","1","","090411, 090412","090411, 090412","01651"
"1882","Agricult.Products, Total","587","Persimmons","1","","081090","081070","01359.01"
"1882","Agricult.Products, Total","843","Pet food","1","","230910","230910","23311"
"1882","Agricult.Products, Total","197","Pigeon peas","1","","071390","071360","01707"
"1882","Agricult.Products, Total","1083","Pigeons, other birds","1","","010631, 010632, 010639","010631, 010632, 010639","02194"
"1882","Agricult.Products, Total","1034","Pigs","1","","010310, 010391, 010392","010310, 010391, 010392","02140"
"1882","Agricult.Products, Total","574","Pineapples","1","","080430","080430","01318"
"1882","Agricult.Products, Total","575","Pineapples canned","1","","200820","200820","21491"
"1882","Agricult.Products, Total","223","Pistachios","1","","080250","080251, 080252","01375"
"1882","Agricult.Products, Total","489","Plantains and others","1","","080300","080310","01313"
"1882","Agricult.Products, Total","536","Plums and sloes","1","","080940","080940","01346"
"1882","Agricult.Products, Total","537","Plums dried (prunes)","1","","081320","081320","21412"
"1882","Agricult.Products, Total","68","Popcorn","1","","100510, 100590","100510, 100590",""
"1882","Agricult.Products, Total","296","Poppy seed","1","","120791","120791","01448"
"1882","Agricult.Products, Total","120","Potato offals","1","","230800","230800","39130.03"
"1882","Agricult.Products, Total","116","Potatoes","1","","070110, 070190","070110, 070190","01510"
"1882","Agricult.Products, Total","118","Potatoes, frozen","1","","071010","071010","21313"
"1882","Agricult.Products, Total","211","Pulses nes","1","","071390","071390","01709.90"
"1882","Agricult.Products, Total","394","Pumpkins, squash and gourds","1","","070990","070993","01235"
"1882","Agricult.Products, Total","523","Quinces","1","","080820","080840","01342.02"
"1882","Agricult.Products, Total","92","Quinoa","1","","100890","100850","01194"
"1882","Agricult.Products, Total","1140","Rabbits and hares","1","","010619","010614","02191"
"1882","Agricult.Products, Total","561","Raisins","1","","080620","080620","21411"
"1882","Agricult.Products, Total","788","Ramie","1","","530500","530500","01929.04"
"1882","Agricult.Products, Total","270","Rapeseed","1","","120510, 120590","120510, 120590","01443"
"1882","Agricult.Products, Total","547","Raspberries","1","","081020","081020","01353.01"
"1882","Agricult.Products, Total","30","Rice - total  (Rice milled equivalent)","","","","",""
"1882","Agricult.Products, Total","32","Rice, broken","1","","100640","100640","23161.03"
"1882","Agricult.Products, Total","28","Rice, husked","1","","100620","100620","23162"
"1882","Agricult.Products, Total","31","Rice, milled","1","","100630","100630","23161.02"
"1882","Agricult.Products, Total","29","Rice, milled/husked","1","","100630","100630","23161.01"
"1882","Agricult.Products, Total","27","Rice, paddy","1","","100610","100610","0113"
"1882","Agricult.Products, Total","1150","Rodents, other","1","","010619","010619","02192.01"
"1882","Agricult.Products, Total","151","Roots and tubers dried","1","","071490","071490","01599.20"
"1882","Agricult.Products, Total","149","Roots and tubers nes","1","","071490","071490","01599.10"
"1882","Agricult.Products, Total","837","Rubber natural dry","1","","400121, 400122, 400129","400121, 400122, 400129","01950.02"
"1882","Agricult.Products, Total","836","Rubber, natural","1","","400110","400110","01950.01"
"1882","Agricult.Products, Total","71","Rye","1","","100200","100210, 100290","0116"
"1882","Agricult.Products, Total","280","Safflower seed","1","","120799","120760","01446"
"1882","Agricult.Products, Total","289","Sesame seed","1","","120740","120740","01444"
"1882","Agricult.Products, Total","976","Sheep","1","","010410","010410","02122"
"1882","Agricult.Products, Total","1186","Silk, raw","1","","500200","500200","26110"
"1882","Agricult.Products, Total","1185","Silk-worm cocoons, reelable","1","","500100","500100","02944"
"1882","Agricult.Products, Total","789","Sisal","1","","530500","530500","01929.05"
"1882","Agricult.Products, Total","930","Skins, calve nes","1","","410120, 410150, 410190","410120, 410150, 410190","02951.92"
"1882","Agricult.Products, Total","929","Skins, calve, dry salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.07"
"1882","Agricult.Products, Total","928","Skins, calve, wet salted","1","","410120, 410150, 410190","410120, 410150, 410190","02951.06"
"1882","Agricult.Products, Total","1195","Skins, furs","1","","430110, 430160, 430180, 430190","430110, 430160, 430180, 430190","02955.90"
"1882","Agricult.Products, Total","1028","Skins, goat nes","1","","410390","410390","02954.90"
"1882","Agricult.Products, Total","1027","Skins, goat, dry salted","1","","410390","410390","02954.02"
"1882","Agricult.Products, Total","1025","Skins, goat, fresh","1","","410390","410390","02954"
"1882","Agricult.Products, Total","1026","Skins, goat, wet salted","1","","410390","410390","02954.01"
"1882","Agricult.Products, Total","1002","Skins, karakul","1","","430130","430130","02955.01"
"1882","Agricult.Products, Total","1047","Skins, pig nes","1","","410330","410330","02959.05"
"1882","Agricult.Products, Total","1046","Skins, pig, dry salted","1","","410330","410330","02959.04"
"1882","Agricult.Products, Total","1045","Skins, pig, wet salted","1","","410330","410330","02959.03"
"1882","Agricult.Products, Total","1146","Skins, rabbit","1","","430180","430180","02955.02"
"1882","Agricult.Products, Total","998","Skins, sheep nes","1","","410221, 410229","410221, 410229","02953.90"
"1882","Agricult.Products, Total","997","Skins, sheep, dry salted","1","","410229","410229","02953.04"
"1882","Agricult.Products, Total","995","Skins, sheep, fresh","1","","410210, 410229","410210, 410229","02953"
"1882","Agricult.Products, Total","996","Skins, sheep, wet salted","1","","410229","410229","02953.03"
"1882","Agricult.Products, Total","999","Skins, sheep, with wool","1","","410210","410210","02953.01"
"1882","Agricult.Products, Total","83","Sorghum","1","","100700","100710, 100790","0114"
"1882","Agricult.Products, Total","241","Soya curd","1","","210610","210610","23999.03"
"1882","Agricult.Products, Total","240","Soya paste","1","","210390, 210610","210390, 210610","23995.02"
"1882","Agricult.Products, Total","239","Soya sauce","1","","210310","210310","23995.01"
"1882","Agricult.Products, Total","236","Soybeans","1","","120100","120110, 120190","0141"
"1882","Agricult.Products, Total","1295","Spermaceti","1","","152190","152190","02960.02"
"1882","Agricult.Products, Total","723","Spices nes","1","","091020, 091030, 091091, 091099","091020, 091030, 091091, 091099","01699"
"1882","Agricult.Products, Total","373","Spinach","1","","070970","070970","01215"
"1882","Agricult.Products, Total","635","Straw husks","1","","121300","121300","01913"
"1882","Agricult.Products, Total","544","Strawberries","1","","081010","081010","01354"
"1882","Agricult.Products, Total","423","String beans","1","","070820","070820","01241.01"
"1882","Agricult.Products, Total","157","Sugar beet","1","","121291","121291","01801"
"1882","Agricult.Products, Total","156","Sugar cane","1","","121299","121293","01802"
"1882","Agricult.Products, Total","168","Sugar confectionery","1","","170410, 170490","170410, 170490","23670.01"
"1882","Agricult.Products, Total","161","Sugar crops nes","1","","121299","121299","01809"
"1882","Agricult.Products, Total","167","Sugar nes","1","","170290","170290","23210.04"
"1882","Agricult.Products, Total","163","Sugar non-centrifugal","1","","170111","170113","23511.02"
"1882","Agricult.Products, Total","162","Sugar Raw Centrifugal","1","","170111, 170112","170112, 170114","2351f"
"1882","Agricult.Products, Total","164","Sugar refined","1","","170191, 170199","170191, 170199","23520"
"1882","Agricult.Products, Total","267","Sunflower seed","1","","120600","120600","01445"
"1882","Agricult.Products, Total","649","Swedes for fodder","1","","121490","121490","01919.08"
"1882","Agricult.Products, Total","447","Sweet corn frozen","1","","071040","071040","21319.01"
"1882","Agricult.Products, Total","448","Sweet corn prep or preserved","1","","200580","200580","21399.03"
"1882","Agricult.Products, Total","122","Sweet potatoes","1","","071420","071420","01530"
"1882","Agricult.Products, Total","1225","Tallow","1","","150200","150210","21523"
"1882","Agricult.Products, Total","495","Tangerines, mandarins, clementines, satsumas","1","","080520","080520","01324"
"1882","Agricult.Products, Total","127","Tapioca, cassava","1","","190300","190300","23230.02"
"1882","Agricult.Products, Total","121","Tapioca, potatoes","1","","190300","190300","23230.01"
"1882","Agricult.Products, Total","136","Taro (cocoyam)","1","","071490","071440","01550"
"1882","Agricult.Products, Total","667","Tea","1","","090210, 090220, 090230, 090240","090210, 090220, 090230, 090240","01620"
"1882","Agricult.Products, Total","672","Tea, mate extracts","1","","210120","210120","23914"
"1882","Agricult.Products, Total","831","Tobacco products nes","1","","240310, 240391, 240399","240310, 240391, 240399","25090"
"1882","Agricult.Products, Total","826","Tobacco, unmanufactured","1","","240110, 240120, 240130","240110, 240120, 240130","01970"
"1882","Agricult.Products, Total","388","Tomatoes","1","","070200","070200","01234"
"1882","Agricult.Products, Total","391","Tomatoes, paste","1","","200290","200290","21399.01"
"1882","Agricult.Products, Total","392","Tomatoes, peeled","1","","200210","200210","21399.02"
"1882","Agricult.Products, Total","97","Triticale","1","","100890","100860","01191"
"1882","Agricult.Products, Total","275","Tung nuts","1","","120799","120799","01499.02"
"1882","Agricult.Products, Total","1079","Turkeys","1","","010512, 010599","010512, 010599","02152"
"1882","Agricult.Products, Total","646","Turnips for fodder","1","","121490","121490","01919.05"
"1882","Agricult.Products, Total","692","Vanilla","1","","090500","090510, 090520","01658"
"1882","Agricult.Products, Total","306","Vegetable tallow","1","","151590","151590","21691.09"
"1882","Agricult.Products, Total","655","Vegetables and roots fodder","1","","121490","121490","01919.95"
"1882","Agricult.Products, Total","471","Vegetables in vinegar","1","","200110, 200190","200110, 200190","21340"
"1882","Agricult.Products, Total","469","Vegetables, dehydrated","1","","071220, 071290","071220, 071290","21393.90"
"1882","Agricult.Products, Total","463","Vegetables, fresh nes","1","","070690, 070940, 070990","070690, 070940, 070999","01290.90"
"1882","Agricult.Products, Total","460","Vegetables, fresh or dried products nes","1","","121299","121299","01990.01"
"1882","Agricult.Products, Total","473","Vegetables, frozen","1","","071021, 071022, 071029, 071030, 071080, 071090","071021, 071022, 071029, 071030, 071080, 071090","F0473"
"1882","Agricult.Products, Total","476","Vegetables, homogenized preparations","1","","200510","200510","23991.02"
"1882","Agricult.Products, Total","420","Vegetables, leguminous nes","1","","070890","070890","01243"
"1882","Agricult.Products, Total","472","Vegetables, preserved nes","1","","200520, 200540, 200551, 200559, 200560, 200591, 200599","200520, 200540, 200551, 200559, 200560, 200591, 200599","F0472"
"1882","Agricult.Products, Total","475","Vegetables, preserved, frozen","1","","200410, 200490","200410, 200490","F0475"
"1882","Agricult.Products, Total","474","Vegetables, temporarily preserved","1","","071140, 071151, 071159, 071190","071140, 071151, 071159, 071190","21330.90"
"1882","Agricult.Products, Total","565","Vermouths & similar","1","","220510, 220590","220510, 220590","24220"
"1882","Agricult.Products, Total","205","Vetches","1","","121490","121490","01709.01"
"1882","Agricult.Products, Total","853","Vitamins","1","","230990","230990","23319.09"
"1882","Agricult.Products, Total","110","Wafers","1","","190590","190590","23490.01"
"1882","Agricult.Products, Total","232","Walnuts, shelled","1","","080232","080232","21429.02"
"1882","Agricult.Products, Total","222","Walnuts, with shell","1","","080231","080231","01376"
"1882","Agricult.Products, Total","567","Watermelons","1","","080711","080711","01221"
"1882","Agricult.Products, Total","631","Waters,ice etc","1","","220110, 220190","220110, 220190","17400"
"1882","Agricult.Products, Total","1296","Waxes vegetable","1","","152110","152110","21931"
"1882","Agricult.Products, Total","15","Wheat","1","","100110, 100190","100111, 100119, 100191, 100199","0111"
"1882","Agricult.Products, Total","905","Whey, cheese","1","","040610","040610","22251.03"
"1882","Agricult.Products, Total","890","Whey, condensed","1","","040410","040410","22130.03"
"1882","Agricult.Products, Total","900","Whey, dry","1","","040410","040410","22130.02"
"1882","Agricult.Products, Total","903","Whey, fresh","1","","040410","040410","22130.01"
"1882","Agricult.Products, Total","564","Wine","1","","220410, 220421, 220429","220410, 220421, 220429","24212.02"
"1882","Agricult.Products, Total","988","Wool, degreased","1","","510121, 510129, 510130","510121, 510129, 510130","26130"
"1882","Agricult.Products, Total","987","Wool, greasy","1","","510111, 510119","510111, 510119","02941"
"1882","Agricult.Products, Total","1009","Wool, hair waste","1","","510310, 510320, 510330","510310, 510320, 510330","F1009"
"1882","Agricult.Products, Total","1007","Wool, shoddy","1","","510400","510400","39213"
"1882","Agricult.Products, Total","137","Yams","1","","071490","071430","01540"
"1882","Agricult.Products, Total","135","Yautia (cocoyam)","1","","071490","071450","01591"
"1882","Agricult.Products, Total","891","Yoghurt","1","","040310","040310","22230.01"
"1882","Agricult.Products, Total","892","Yoghurt, concentrated or not","1","","040310","040310","22230.02"
"1921","Bovine, Animals","946","Buffaloes","1","","010210, 010290","010231, 010239","02112"
"1921","Bovine, Animals","866","Cattle","1","","010210, 010290","010221, 010229","02111"
"1982","Food Excl Fish","231","Almonds shelled","1","","080212","080212","21422"
"1982","Food Excl Fish","221","Almonds, with shell","1","","080211","080211","01371"
"1982","Food Excl Fish","1171","Animals live nes","1","","010611, 010612, 010619, 010620, 010639, 010690","010611, 010612, 010619, 010620, 010633, 010649","02199.20"
"1982","Food Excl Fish","711","Anise, badian, fennel, coriander","1","","090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962","01654"
"1982","Food Excl Fish","515","Apples","1","","080810","080810","01341"
"1982","Food Excl Fish","526","Apricots","1","","080910","080910","01343"
"1982","Food Excl Fish","527","Apricots, dry","1","","081310","081310","21419.01"
"1982","Food Excl Fish","366","Artichokes","1","","070990","070991","01216"
"1982","Food Excl Fish","367","Asparagus","1","","070920","070920","01211"
"1982","Food Excl Fish","1107","Asses","1","","010110, 010190","010130","02132"
"1982","Food Excl Fish","572","Avocados","1","","080440","080440","01311"
"1982","Food Excl Fish","1039","Bacon and ham","1","","021011, 021012, 021019","021011, 021012, 021019","21181"
"1982","Food Excl Fish","203","Bambara beans","1","","071339","071334","01708"
"1982","Food Excl Fish","486","Bananas","1","","080300","080390","01312"
"1982","Food Excl Fish","44","Barley","1","","100300","100310, 100390","0115"
"1982","Food Excl Fish","46","Barley, pearled","1","","110419, 110429","110419, 110429","23140.05"
"1982","Food Excl Fish","45","Barley, pot","1","","110429","110429","23140.04"
"1982","Food Excl Fish","176","Beans, dry","1","","071331, 071332, 071333, 071339","071331, 071332, 071333, 071339","01701"
"1982","Food Excl Fish","414","Beans, green","1","","070820","070820","01241.90"
"1982","Food Excl Fish","1181","Beehives","1","","010690","010641","02196"
"1982","Food Excl Fish","558","Berries nes","1","","081020, 081040","081020, 081040","01355.90"
"1982","Food Excl Fish","552","Blueberries","1","","081040","081040","01355.01"
"1982","Food Excl Fish","229","Brazil nuts, shelled","1","","080122","080122","21429.01"
"1982","Food Excl Fish","216","Brazil nuts, with shell","1","","080121","080121","01377"
"1982","Food Excl Fish","20","Bread","1","","190510, 190540, 190590","190510, 190540, 190590","F0020"
"1982","Food Excl Fish","181","Broad beans, horse beans, dry","1","","071350","071350","01702"
"1982","Food Excl Fish","89","Buckwheat","1","","100810","100810","01192"
"1982","Food Excl Fish","946","Buffaloes","1","","010210, 010290","010231, 010239","02112"
"1982","Food Excl Fish","21","Bulgur","1","","190430","190430","23140.02"
"1982","Food Excl Fish","983","Butter and ghee, sheep milk","1","","040510, 040520, 040590","040510, 040520, 040590","22249.01"
"1982","Food Excl Fish","264","Butter of karite nuts","1","","151590","151590","21691.03"
"1982","Food Excl Fish","886","Butter, cow milk","1","","040510, 040520","040510, 040520","22241.01"
"1982","Food Excl Fish","893","Buttermilk, curdled, acidified milk","1","","040390","040390","22230.03"
"1982","Food Excl Fish","358","Cabbages and other brassicas","1","","070420, 070490","070420, 070490","01212"
"1982","Food Excl Fish","1157","Camelids, other","1","","010619","010613","02121.02"
"1982","Food Excl Fish","1126","Camels","1","","010619","010613","02121.01"
"1982","Food Excl Fish","101","Canary seed","1","","100830","100830","01195"
"1982","Food Excl Fish","461","Carobs","1","","121299","121292","01356"
"1982","Food Excl Fish","426","Carrots and turnips","1","","070610","070610","01251"
"1982","Food Excl Fish","230","Cashew nuts, shelled","1","","080132","080132","21424"
"1982","Food Excl Fish","217","Cashew nuts, with shell","1","","080131","080131","01372"
"1982","Food Excl Fish","591","Cashewapple","1","","081090","081090","01359.02"
"1982","Food Excl Fish","125","Cassava","1","","071410","071410","01520.01"
"1982","Food Excl Fish","866","Cattle","1","","010210, 010290","010221, 010229","02111"
"1982","Food Excl Fish","393","Cauliflowers and broccoli","1","","070410","070410","01213"
"1982","Food Excl Fish","113","Cereal preparations nes","1","","110419, 110423, 110429","110419, 110423, 110429","23140.08"
"1982","Food Excl Fish","108","Cereals nes","1","","100890","100890","01199.90"
"1982","Food Excl Fish","41","Cereals, breakfast","1","","190410, 190420, 190490","190410, 190420, 190490","23140.03"
"1982","Food Excl Fish","1021","Cheese, goat milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22254"
"1982","Food Excl Fish","907","Cheese, processed","1","","040630, 040690","040630, 040690","22251.04"
"1982","Food Excl Fish","984","Cheese, sheep milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22253"
"1982","Food Excl Fish","904","Cheese, skimmed cow milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.02"
"1982","Food Excl Fish","901","Cheese, whole cow milk","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.01"
"1982","Food Excl Fish","531","Cherries","1","","080920","080929","01344.02"
"1982","Food Excl Fish","530","Cherries, sour","1","","080920","080921","01344.01"
"1982","Food Excl Fish","220","Chestnut","1","","080240","080241, 080242","01373"
"1982","Food Excl Fish","191","Chick peas","1","","071320","071320","01703"
"1982","Food Excl Fish","1057","Chickens","1","","010511, 010519, 010594, 010599","010511, 010515, 010594, 010599","02151"
"1982","Food Excl Fish","689","Chillies and peppers, dry","1","","090420","090421, 090422","01652"
"1982","Food Excl Fish","401","Chillies and peppers, green","1","","070960","070960","01231"
"1982","Food Excl Fish","666","Chocolate products nes","1","","180610, 180620, 180631, 180632, 180690","180610, 180620, 180631, 180632, 180690","F0666"
"1982","Food Excl Fish","693","Cinnamon (cannella)","1","","090611, 090619, 090620","090611, 090619, 090620","01655"
"1982","Food Excl Fish","698","Cloves","1","","090700","090710, 090720","01656"
"1982","Food Excl Fish","661","Cocoa, beans","1","","180100","180100","01640"
"1982","Food Excl Fish","664","Cocoa, butter","1","","180400","180400","23620"
"1982","Food Excl Fish","662","Cocoa, paste","1","","180310","180310","23610.01"
"1982","Food Excl Fish","665","Cocoa, powder & cake","1","","180320, 180500","180320, 180500","F0665"
"1982","Food Excl Fish","249","Coconuts","1","","080119","080112, 080119","01460"
"1982","Food Excl Fish","250","Coconuts, desiccated","1","","080111","080111","21429.07"
"1982","Food Excl Fish","251","Copra","1","","120300","120300","01492"
"1982","Food Excl Fish","329","Cottonseed","1","","120720","120721, 120729","0143"
"1982","Food Excl Fish","195","Cow peas, dry","1","","071339","071335","01706"
"1982","Food Excl Fish","554","Cranberries","1","","081040","081040","01355.02"
"1982","Food Excl Fish","885","Cream fresh","1","","040120, 040130","040120, 040140, 040150","22120"
"1982","Food Excl Fish","397","Cucumbers and gherkins","1","","070700","070700","01232"
"1982","Food Excl Fish","550","Currants","1","","081090","081030","01351.01"
"1982","Food Excl Fish","577","Dates","1","","080410","080410","01314"
"1982","Food Excl Fish","1068","Ducks","1","","010519, 010599","010513, 010599","02154"
"1982","Food Excl Fish","399","Eggplants (aubergines)","1","","070930","070930","01233"
"1982","Food Excl Fish","1064","Eggs, dried","1","","040811, 040891","040811, 040891","23993.03"
"1982","Food Excl Fish","1062","Eggs, hen, in shell","1","","040700","040711, 040721, 040790","0231"
"1982","Food Excl Fish","1063","Eggs, liquid","1","","040819, 040899","040819, 040899","23993.02"
"1982","Food Excl Fish","1091","Eggs, other bird, in shell","1","","040700","040719, 040729, 040790","0232"
"1982","Food Excl Fish","1243","Fat nes, prepared","1","","151610, 151620, 151790","151610, 151620, 151790","F1243"
"1982","Food Excl Fish","1129","Fat, camels","1","","150600","150600","21519.02"
"1982","Food Excl Fish","869","Fat, cattle","1","","150200","150290","21512"
"1982","Food Excl Fish","871","Fat, cattle butcher","1","","150200","150290","21512.01"
"1982","Food Excl Fish","1060","Fat, liver prepared (foie gras)","1","","160220","160220","21189.02"
"1982","Food Excl Fish","1040","Fat, pig butcher","1","","020900","020910","21511.02"
"1982","Food Excl Fish","1037","Fat, pigs","1","","020900","020910","21511.01"
"1982","Food Excl Fish","1065","Fat, poultry","1","","020900","020990","21511.03"
"1982","Food Excl Fish","1066","Fat, poultry, rendered","1","","150100","150190","21522"
"1982","Food Excl Fish","979","Fat, sheep","1","","150200","150290","21514"
"1982","Food Excl Fish","569","Figs","1","","080420","080420","01315"
"1982","Food Excl Fish","570","Figs dried","1","","080420","080420","21419.02"
"1982","Food Excl Fish","48","Flour, barley and grits","1","","110290, 110319, 110320","110290, 110319, 110320","23120.02"
"1982","Food Excl Fish","90","Flour, buckwheat","1","","110290, 110319, 110320","110290, 110319, 110320","23120.07"
"1982","Food Excl Fish","126","Flour, cassava","1","","110620","110620","23170.01"
"1982","Food Excl Fish","111","Flour, cereals","1","","110290, 110319, 110320","110290, 110319, 110320","23120.90"
"1982","Food Excl Fish","95","Flour, fonio","1","","110290, 110319, 110320","110290, 110319, 110320","23120.08"
"1982","Food Excl Fish","624","Flour, fruit","1","","110630","110630","23170.04"
"1982","Food Excl Fish","58","Flour, maize","1","","110220, 110313, 110320","110220, 110313, 110320","23120.03"
"1982","Food Excl Fish","80","Flour, millet","1","","110290, 110319, 110320","110290, 110319, 110320","23120.05"
"1982","Food Excl Fish","104","Flour, mixed grain","1","","110290, 110319, 110320","110290, 110319, 110320","23120.10"
"1982","Food Excl Fish","295","Flour, mustard","1","","210330","210330","23995.03"
"1982","Food Excl Fish","343","Flour, oilseeds","1","","120810, 120890","120810, 120890","21920"
"1982","Food Excl Fish","117","Flour, potatoes","1","","110510, 110520","110510, 110520","21392"
"1982","Food Excl Fish","212","Flour, pulses","1","","110610","110610","23170.03"
"1982","Food Excl Fish","38","Flour, rice","1","","110290, 110319, 110320","110290, 110319, 110320","23120.01"
"1982","Food Excl Fish","150","Flour, roots and tubers nes","1","","110620","110620","23170.02"
"1982","Food Excl Fish","72","Flour, rye","1","","110210, 110319, 110320","110290, 110319, 110320","23120.04"
"1982","Food Excl Fish","84","Flour, sorghum","1","","110290, 110319, 110320","110290, 110319, 110320","23120.06"
"1982","Food Excl Fish","16","Flour, wheat","1","","110100, 110311, 110320","110100, 110311, 110320","23110"
"1982","Food Excl Fish","94","Fonio","1","","100890","100840","01193"
